"['1.70×10−3', '1.1 · 10−4']    ","['0.0017', '0.00011']    "
μC×vC/γCD           ,N/A                         
Ca                  ,N/A                         
Ca                  ,N/A                         
"['0.02', '>0.02', 'near 0.2', '0.2', '0.24'] ","['0.02', '0.02', '0.2', '0.2', '0.24'] "
>0.02               ,0.02                        
0.2                 ,0.2                         
0.1-0.2             ,0.15                        
>0.015              ,0.015                       
0.001 to 0.1        ,0.0505                      
<0.01-0.015         ,0.0125                      
>0.01-0.015         ,0.0125                      
low Ca values       ,N/A                         
0.005 to 1          ,0.5025                      
Ca                  ,N/A                         
Ca                  ,N/A                         
Ca                  ,N/A                         
Ca                  ,N/A                         
Ca                  ,N/A                         
(μC × vC / γCD)     ,N/A                         
'0.02'              ,0.02                       
"['0.2', '0.24']     ","[0.2, 0.24]                "
'higher Ca regime' ,'N/A' 
'Ca=μCUC/γ=μCQC/γHW' ,'N/A' 
'Ca' ,'N/A' 
'7×10-6 - 5×10-3' ,0.0000025 
'Ca' ,'N/A' 
'Ca' ,'N/A' 
'Ca' ,'N/A' 
'Ca' ,'N/A' 
'Ca >10−3' ,0.001 
'vanishing values' ,'N/A' 
'1.38×10-4' ,0.000138 
'Ca' ,'N/A' 
'Ca' ,'N/A' 
'various' ,'N/A' 
'11.25Ca-0.13-4.91' ,'N/A' 
'Ca-1' ,'N/A' 
'Ca-1' ,'N/A' 
'Ca' ,'N/A' 
'low' ,'N/A' 
'low Ca' ,'N/A' 
1.70×10−3                                    ,0.0017                      
1.1 · 10−4                                   ,0.00011                     
Ca_TP=9.0                                    ,9.0                         
Ca_c =7.0                                    ,7.0                         
Ca_d= 2.28                                   ,2.28                        
0.03-0.2                                     ,0.115                       
0.001 < _Ca_ TP < 0.05                       ,0.0255                      
0.025 to 3                                   ,1.5125                      
Ca > 0.001                                   ,0.001                       
≥0.01                                        ,0.01                        
Ca < 0.001                                   ,0.0005                      
≤0.01                                        ,0.005                       
"['1.70×10−3', '0.03-0.2']                    ","[0.0017, 0.115]            "
''                                           ,'N/A'                       
'irrelevant text'                           ,'N/A'                       
"['0.0105', '0.042'] ","['0.0105', '0.042']         "
'Ca'           ,'N/A'                      
Ca                ,N/A             
'Ca0 = ηc(Qc + Qd)/(γ(ncoll1h))' ,'N/A' 
'0.001 to 0.1' ,0.0505 
'< 0.005' ,0.0025 
'0.005-0.02' ,0.0125 
'> 0.03' ,0.03 
'0.02-0.03' ,0.025 
'> 0.03' ,0.03 
'0.005-0.02' ,0.0125 
'0.22' ,0.22 
0.036            ,0.036           
0.0003–0.7       ,0.35015         
< 0.05           ,0.025           
low                 ,N/A                         
'∼0.06' ,0.06 
"'> ∼10−2 in dripping regime, < ∼10−2 in squeezing regime' ","[0.01, 0.005] "
"['0.21', '0.27', '0.20', '0.30'] ","[0.21, 0.27, 0.20, 0.30] "
"['0.004', '0.016']         ","[0.004, 0.016]              "
'<0.01'                    ,0.005                       
"'0.0079, 0.0099'           ","[0.0079, 0.0099]            "
'0.004 < _Ca_ < 0.016'     ,0.01                        
0.001 to 0.500        ,0.2505                     
(μυ)/γ                ,N/A                        
varied                ,N/A                        
"['≤ 0.002', '0.01 < Ca < 0.04']      ","[0.001, 0.025]               "
μU/σ           ,N/A                         
5 × 10−6 < Ca <5 × 10−3         ,0.00005                   
10−4–10−2           ,0.00055                    
"['10−4–10−3', '10−3–10−2'] ","[0.00055, 0.0055] "
"['6.96 × 10−4', '1.4 × 10−2'] ","[0.000696, 0.014] "
"['6.965 × 10−4', '1.042 × 10−2'] ","[0.0006965, 0.01042] "
"['6.96 × 10−4', '1.04 × 10−2'] ","[0.000696, 0.0104] "
Ca             ,N/A                        
Ca             ,N/A                        
increases      ,N/A                        
'0.0043'                                                             ,0.0043                     
'0.0043'                                                             ,0.0043                     
"['0.0015', '0.0043', '0.0322', '0.049', '0.0725']                  ","[0.0015, 0.0043, 0.0322, 0.049, 0.0725]     "
'0.0015'                                                             ,0.0015                     
'0.0015'                                                             ,0.0015                     
'0.0015'                                                             ,0.0015                     
'0.0043'                                                             ,0.0043                     
"['0.0015', '0.0043']                                                ","[0.0015, 0.0043]            "
'low Ca'                                                             ,'N/A'                      
"['0.0015', '0.0043']                                                ","[0.0015, 0.0043]            "
'0.0322'                                                             ,0.0322                     
'0.0322'                                                             ,0.0322                     
'0.049'                                                              ,0.049                      
'0.0322'                                                             ,0.0322                     
'0.049'                                                              ,0.049                      
'small'                                                              ,'N/A'                      
2.87 × 10−5 to 1.72 × 10−4            ,9.255 × 10−5    
160°                                  ,N/A             
160°                                  ,N/A             
'Ca=μcvc/γ'             ,N/A                        
'0.005'                 ,0.005                      
'0.005'                 ,0.005                      
'0.002'                 ,0.002                      
'0.01'                  ,0.01                       
'0.056'                 ,0.056                      
'0.01'                  ,0.01                       
"['0.002', '0.056']      ","[0.002, 0.056]             "
"list of different capillary number based on the angle, flow rate ratio, and channel dimensions ",N/A                         
increases with gas dimensionless pressure; decreases with liquid viscosity          ,N/A                         
"['0.013', '0.055'] ","[0.013, 0.055] "
'0.013 to 0.055' ,0.034 
0.01                ,0.01             
Ca                  ,N/A              
0.039–0.32          ,0.1795           
"FF, T               ",N/A              
'Ca' ,'N/A' 
'not influenced by the intersection angle θ' ,'N/A' 
Cac                 ,N/A             
defined             ,N/A                         
Cad = μd Ud/ σ      ,N/A                         
close to one        ,N/A                         
close to one        ,N/A                         
Ca_c                                                                  ,N/A                       
increases                                                             ,N/A                       
['variable; depends on capillary number (_ζCa_c0.65)']                ,['N/A']                  
low                                                                   ,N/A                       
2 × 10−5 to 2 × 10−4                                                  ,0.0001                    
0.001 < Ca < 0.03                                                     ,0.0155                    
Ca_d                ,2.28                       
low                 ,N/A                        
-                   ,N/A                         
high                ,N/A                         
"['0.0021', '0.0037']","[0.0021, 0.0037]            "
< 0.01              ,0.005                       
'0.075 < Ca < 0.67' ,0.3725 
"['9.5 × 10–4 < Ca < 1.9', '1 × 10–3 < Ca < 1.4', 'Ca < 0.003', '2 × 10–3 > Ca < 0.011', '5 × 10–6 < Ca < 2.7 × 10–4', '7.5 × 10–5 < Ca < 0.01'] ","[0.9505, 0.7005, 0.0015, 0.0065, 0.000135, 0.0050375] "
'associated with film thickness' ,'N/A' 
'0.075 < Ca < 0.67' ,0.3725 
'0.075 < Ca < 0.67' ,0.3725 
"['0.017', '0.034'] ","[0.017, 0.034] "
0.001 < Ca TP < 0.05 ,0.0255 
0.001 < Ca_TP < 0.05 ,0.0255 
0.001 < Ca_TP < 0.05 ,0.0255 
0.001 < Ca TP < 0.05 ,0.0255 
"['1.4 x 10^-4', '0.64'] ","[0.00014, 0.64] "
'Ca = uc μc / γ'                  ,'N/A'                     
'Ca'                              ,'N/A'                     
'altered by changing velocity'    ,'N/A'                     
'0.0055'                          ,0.0055                    
'0.0055'                          ,0.0055                    
'0.031'                           ,0.031                     
"['0.019', '0.003']                ","[0.019, 0.003]            "
'0.019'                           ,0.019                     
'0.011'                           ,0.011                     
'0.009'                           ,0.009                     
'0.003'                           ,0.003                     
'0.013 < Ca < 0.02'               ,0.0165                    
'0.017'                           ,0.017                     
'0.009 to 0.013'                  ,0.011                     
"['0.05', '0.1', '0.056']          ","[0.05, 0.1, 0.056]        "
'0.055'                           ,0.055                     
'0.1'                             ,0.1                       
'0.1'                             ,0.1                       
'0.056'                           ,0.056                     
"['0.019', '0.011', '0.009', '0.013', '0.05', '0.1'] ","[0.019, 0.011, 0.009, 0.013, 0.05, 0.1] "
"Multiple values ranging from <0.02, involving three regimes (squeezing, dripping, transition), to larger values leading to jetting and parallel flow ",0.01 
0.009 to 0.013 ,0.011 
Ca                              ,N/A                          
0.019                           ,0.019                        
"['0.01', '0.02', '0.03']        ","[0.01, 0.02, 0.03]           "
"['0.01', '0.02', '0.03']        ","[0.01, 0.02, 0.03]           "
"0.03, 0.006                     ",0.018                        
"['0.006', '0.01', '0.02', '0.03']","[0.006, 0.01, 0.02, 0.03]    "
"['0.08', '0.01']                ","[0.08, 0.01]                 "
low                             ,N/A                          
['0.02']                        ,[0.02]                       
'0.01'              ,0.01                       
'0.0028-0.02'                  ,0.0114                      
"['0.0028', '0.02']             ","[0.0028, 0.02]              "
"['0.0028', '0.008', '0.02']    ","[0.0028, 0.008, 0.02]       "
Ca= μ_c v_c/ σ               ,N/A                         
0.5                          ,0.5                         
increasing                   ,N/A                         
low (<10^-2 to ∼0.1)         ,0.00505                     
high                         ,N/A                         
high                         ,N/A                         
low                          ,N/A                         
"['medium', '0 (10^-1)'] ","['N/A', 0.0] "
'varies' ,'N/A' 
'low' ,'N/A' 
varies                        ,N/A             
"['0.03', '0.17']              ","['0.03', '0.17']"
"['0.034', '0.17']             ","['0.034', '0.17']"
0.17                          ,0.17            
0.17                          ,0.17            
change in the capillary number ,N/A 
list ,N/A 
Ca<10−2         ,0.005                      
Ca>10−2         ,0.01                       
<0.01           ,0.005                      
low             ,N/A                        
low             ,N/A                        
Cac=μUcγ        ,N/A                        
Cad=μUdγ            ,N/A                        
0.01                        ,0.01                       
0.0125                      ,0.0125                     
0.05                        ,0.05                       
"['0.0005', '0.001', '0.002']","[0.0005, 0.001, 0.002]     "
0.02                        ,0.02                       
"0.01, 0.02                  ",0.015                      
0.01                        ,0.01                       
"['0.01', '0.025', '0.05']   ","[0.01, 0.025, 0.05]        "
0.001                       ,0.001                      
0.01                        ,0.01                       
0.001                       ,0.001                      
0.01                        ,0.01                       
constant                    ,N/A                        
"['0.02', '0.04', '0.05', '0.06'] ","[0.02, 0.04, 0.05, 0.06] "
0.01                        ,0.01                       
0.01                        ,0.01                       
0.01                        ,0.01                       
"0.02, 0.04, 0.05            ",0.036667                   
"['0.025', '0.05'] ","[0.025, 0.05] "
"['0.0002', '0.0004', '0.0008'] ","[0.0002, 0.0004, 0.0008] "
'0.1' ,0.1 
'0.02' ,0.02 
'0.01' ,0.01 
"['≤ 0.04', '> 0.04', '≥ 0.02'] ","[0.02, 0.04, 0.02] "
'0.01<Ca<0.3' ,0.155 
'0.002<Ca<0.01' ,0.006 
'10^-4 < Ca < 0.0058' ,0.0029 
'0.013<Ca<0.1' ,0.0565 
'0.0058 to 0.013' ,0.0094 
'based on the superficial velocity of the liquid phase' ,'N/A' 
'>0.2' ,0.2 
'0.0048' ,0.0048 
'Ca' ,'N/A' 
'_Ca_' ,'N/A' 
Observed to be reversely proportional to the size of droplets ,N/A 
<0.002 ,0.001 
Ca ,N/A 
0.01 to 0.2 ,0.105 
Ca ,N/A 
liquid phase ,N/A 
'< 10-2'            ,0.005                      
'0.21'              ,0.21                       
'9.3 × 10–3'        ,0.0093                     
"['0.00356', '0.00640', '0.00925'] ","[0.00356, 0.00640, 0.00925] "
'< 10–2'            ,0.005                      
'9.3 × 10–3'        ,0.0093                     
Ca                  ,N/A                        
<10−2               ,0.005                       
≥2×10−2             ,0.02                        
2.5×10−6 to 1.3×10−2 ,0.006500125                 
≤10−2               ,0.005                       
weak                ,N/A                         
Ca1=ηU1/γL          ,N/A                         
"<0.01, >1           ","[0.005, 1]                  "
higher for soybean oil ,N/A                     
_Ca_ c              ,N/A                         
"['0.002-0.03', '0.17-0.75'] ","[0.016, 0.46]       "
0.1                 ,0.1                         
observed            ,N/A                         
high                ,N/A                         
"['0.1', '0.85']                             ","[0.1, 0.85]             "
"['0.37', '0.64']                            ","[0.37, 0.64]            "
0.005                                                           ,0.005                                                   
"['0.017', '0.011', '0.008', '0.006', '0.005', '0.151', '0.095', '0.068', '0.054', '0.044']                                                          ","[0.017, 0.011, 0.008, 0.006, 0.005, 0.151, 0.095, 0.068, 0.054, 0.044]         "
"['0.006–0.0146', '0.0132–0.0297', '0.0269–0.0606', '0.03847–0.0865', '0.0549–0.1235']                           ","[0.0103, 0.02145, 0.04375, 0.062485, 0.0892]            "
"['0.0052', '0.01796', '0.0106', '0.0365', '0.0217', '0.0745', '0.0310', '0.1063', '0.0443', '0.1518']            ","[0.0052, 0.01796, 0.0106, 0.0365, 0.0217, 0.0745, 0.031, 0.1063, 0.0443, 0.1518] "
"['0.001–0.0124', '0.0015–0.0267', '0.0024–0.0575', '0.003–0.0843', '0.0038–0.1236']                              ","[0.0067, 0.0141, 0.03, 0.04365, 0.0637]                "
"Ca_d=0.001, 0.01, 0.1             ","[0.001, 0.01, 0.1]           "
μcuc/γ                                       ,N/A                         
"['0.608~114.85', '8.0 × 10−5~0.05']          ","[57.729, 0.025004]          "
1.6 × 10−4 < Ca < 3.0 × 10−3                 ,0.00158                     
Ca                                           ,N/A                         
Ca>1·5×10-3                                  ,0.0015                      
Ca                                           ,N/A                         
Ca                                           ,N/A                         
Ca                     ,N/A             
< 1.5 × 10−3           ,7.5e-4          
0.05                                          ,0.05                   
0.05                                          ,0.05                   
Cac=QcSσiμc                                 ,N/A                    
Newtonian and non-Newtonian                 ,N/A                    
Ca c                                        ,N/A                    
Ca c                                        ,N/A                    
low                                         ,N/A                    
Ca c                                        ,N/A                    
increasing                                  ,N/A                    
C                                           ,N/A                    
C                                           ,N/A                    
Ca_c                                        ,N/A                    
low                                         ,N/A                    
increased when surfactant is mixed to water ,N/A                    
Ca c                                        ,N/A                    
increase                                    ,N/A                    
_Ca c_                                      ,N/A                    
Ca c                                        ,N/A                    
low                                         ,N/A                    
low                                         ,N/A                    
low                                         ,N/A                    
_Ca c_                                      ,N/A                    
_Ca c_                                      ,N/A                    
low                                         ,N/A                    
"['0.00012 < Ca < 0.0019', '0.0008 < Ca < 0.008', '0.009 < Ca < 0.034', '0.037 < Ca < 0.129'] ","['0.001006', '0.0044', '0.0215', '0.083'] "
Cad=QdSσiμd=αλCac ,N/A                        
Cad            ,N/A                        
Ca d           ,N/A                        
not constant   ,N/A                        
"['0.00006 < Cad < 0.039', '0.00014 < Cad < 0.09', '0.000014 < Cad < 0.023', '0.00006 < Cad < 0.05'] ","[0.01953, 0.04507, 0.011507, 0.02503] "
capillary number              ,N/A                
Ca                            ,N/A                
0.034                         ,0.034              
0.0069≤Ca≤0.0343              ,0.0206             
high and low                        ,N/A             
high           ,N/A                        
high           ,N/A                        
increases with viscosity ,N/A              
higher for slug-drop flow transition ,N/A 
CaTP           ,N/A                        
"['0.054', '0.11', '0.21', '0.43'] ","[0.054, 0.11, 0.21, 0.43] "
CaTP           ,N/A                        
CaTP           ,N/A                        
Cac            ,N/A                        
low            ,N/A                        
high CaTP      ,N/A                        
0.0086         ,0.0086                     
0.0127         ,0.0127                     
high Ca        ,N/A                        
low Ca         ,N/A                        
high           ,N/A                        
high           ,N/A                        
low            ,N/A                        
"['0.08≤Ca≤0.16', '0.053≤Ca≤0.107'] ","[0.12, 0.08] "
increases      ,N/A                        
0.006<Cac<0.054 ,0.03                      
CaTP           ,N/A                        
smaller leads to earlier transition from squeezing to dripping             ,N/A                          
high (CaD<0.03)                                                            ,0.015                        
CaTP                                                                       ,N/A                          
<0.12                                                                      ,0.06                         
CaD                                                                        ,N/A                          
Ca=ηU/γL                                            ,N/A                   
>=2x10^-2                                           ,0.02                  
10−4≤ _Ca_ ≤10−2                                    ,0.00505               
≥2×10−2                                             ,0.02                  
Ca1                                                 ,N/A                   
low                                                 ,N/A                   
inversely proportional to bubble size               ,N/A                   
Ca_1                                                ,N/A                   
10^{-5}<Ca<10^{-2}                                  ,0.000505              
higher Ca                                           ,N/A                   
2.2(Ca⁎)2/31+3.4(Ca⁎)2/3                            ,N/A                   
"['10−4', '1']                                       ","[0.0001, 1]           "
1.9×10−1                                            ,0.19                  
10^-4 to 10^-2            ,0.001            
Ca1                       ,N/A              
ηUb/γL                    ,N/A              
varied                    ,N/A             
0.11                      ,0.11            
below 0.3-0.4             ,0.35            
Ca = μU/σ                 ,N/A             
> 0.4                     ,0.4             
varied                                  ,N/A             
0.3–0.4 as a transition threshold       ,0.35            
_Ca c_                                        ,N/A                       
± 5.3%                                        ,N/A                       
≤ 0.02                                        ,0.01                      
low values                                    ,N/A                       
"['0.0016', '0.02']                            ","[0.0016, 0.02]            "
Ca c                                          ,N/A                       
low                                           ,N/A                       
low                                           ,N/A                       
<0.01                                         ,0.005                     
Ca c                                          ,N/A                       
_Ca c_                                        ,N/A                       
Ca c                                          ,N/A                       
_Ca c_                                        ,N/A                       
low                                           ,N/A                       
< 0.01                                        ,0.005                     
< 0.008                                       ,0.004                     
< 0.02                                        ,0.01                      
"['0.006 < Ca c < 0.02', 'Ca c < 0.01']        ","[0.013, 0.005]            "
< 0.02                                        ,0.01                      
< 0.02                                        ,0.01                      
_Ca d_                          ,N/A                        
low                             ,N/A                        
Ca=ρcνcQcσwch  ,N/A                        
"['0.002', '0.0125', '0.056'] ","[0.002, 0.0125, 0.056] "
0.004          ,0.004                      
low            ,N/A                        
0.004          ,0.004                      
0.002 to 0.2   ,0.101                      
"['0.002', '0.0125', '0.056'] ","[0.002, 0.0125, 0.056] "
"['0.002', '0.0125', '0.056'] ","[0.002, 0.0125, 0.056] "
0.002 to 0.056 ,0.029                      
critical values varied with channel width ratio ,N/A 
"0.002, 0.0125, 0.056 ","[0.002, 0.0125, 0.056] "
"['0.112', '0.154', '0.192'] ","[0.112, 0.154, 0.192] "
"['0.112', '0.154', '0.192'] ","[0.112, 0.154, 0.192] "
0.0033         ,0.0033                     
0.0033         ,0.0033                     
0.0033         ,0.0033                     
0.0033         ,0.0033                     
0.0033         ,0.0033                     
0.04           ,0.04                       
0.04           ,0.04                       
0.04           ,0.04                       
0.04           ,0.04                       
0.04           ,0.04                       
"0.0033, 0.04   ","[0.0033, 0.04]             "
"['0.0033', '0.04'] ","[0.0033, 0.04]             "
"['0.0033', '0.04'] ","[0.0033, 0.04]             "
"['0.0033', '0.04'] ","[0.0033, 0.04]             "
"['0.0033', '0.04'] ","[0.0033, 0.04]             "
"['0.0033', '0.04'] ","[0.0033, 0.04]             "
0.0033         ,0.0033                     
0.0033         ,0.0033                     
"['0.0033', '0.04'] ","[0.0033, 0.04]             "
"['0.0033', '0.04'] ","[0.0033, 0.04]             "
0.01 for symmetric T-junction ,0.01                       
